,abstract,date,headline,id,paragraph,text,type
331,,2012-05-07,Emergency Painkillers,4fd2baa98eb7c8105d8b177b,"To the Editor: Re ''E.R. Doctors Face Dilemma on Painkillers'' (May 1): When I was a surgical intern at North Shore University Hospital, dental emergencies were under the domain of the surgery department. I spent a few months in the emergency department, so I was confronted with numerous patients with dental pain. I consulted a textbook and quickly learned about dental blocks. Such local anesthetic injections provided immediate pain relief that is sustained for many hours, most often obviating the need for narcotic prescriptions.","Emergency Painkillers To the Editor: Re ''E.R. Doctors Face Dilemma on Painkillers'' (May 1): When I was a surgical intern at North Shore University Hospital, dental emergencies were under the domain of the surgery department. I spent a few months in the emergency department, so I was confronted with numerous patients with dental pain. I consulted a textbook and quickly learned about dental blocks. Such local anesthetic injections provided immediate pain relief that is sustained for many hours, most often obviating the need for narcotic prescriptions.  ",Letter
332,,2012-05-05,In Love and Loss,504a79781c22dfde670bd13f,"Michael French has frontotemporal dementia, for which there is no treatment. As his condition deteriorated, his wife, Ruth, had to move him to a nursing home, where she spends most days.","In Love and Loss Michael French has frontotemporal dementia, for which there is no treatment. As his condition deteriorated, his wife, Ruth, had to move him to a nursing home, where she spends most days.  ",Video
333,,2012-04-30,Time To Let Go,4fd299838eb7c8105d8775bc,"To the Editor: Re ''At Playground, Child Plus Lap Can Equal Danger'' (Well, April 24): Tara Parker-Pope's article serves as a warning to helicopter parents who are reluctant to ''let go.'' Letting your kids figure out how to go down a slide or pick themselves up after minor scrapes is such a vital skill. Why are some parents overprotecting their kids to the point where they are doing damage to their long-term physical and mental health?","Time To Let Go To the Editor: Re ''At Playground, Child Plus Lap Can Equal Danger'' (Well, April 24): Tara Parker-Pope's article serves as a warning to helicopter parents who are reluctant to ''let go.'' Letting your kids figure out how to go down a slide or pick themselves up after minor scrapes is such a vital skill. Why are some parents overprotecting their kids to the point where they are doing damage to their long-term physical and mental health?  ",Letter
334,,2012-04-30,Remember The Research,4fd2ae278eb7c8105d89c5f5,"To the Editor: Re ''Cheney File Traces Heart Care Milestones'' (April 24): I don't begrudge former Vice President Dick Cheney's access to the health care advances that have saved his life on more than one occasion, even if this access may be owing to his privileged economic and political status. I find it ironic, however, that Mr. Cheney benefited from ''every procedure, technology and class of drug available'' during a time when the Bush administration consistently vetoed or restricted increases to the National Institutes of Health budgets.","Remember The Research To the Editor: Re ''Cheney File Traces Heart Care Milestones'' (April 24): I don't begrudge former Vice President Dick Cheney's access to the health care advances that have saved his life on more than one occasion, even if this access may be owing to his privileged economic and political status. I find it ironic, however, that Mr. Cheney benefited from ''every procedure, technology and class of drug available'' during a time when the Bush administration consistently vetoed or restricted increases to the National Institutes of Health budgets.  ",Letter
335,,2012-04-26,A Hospital in Bloom,513e0636cf28d04ae000214a,"To commemorate the closing of the Massachusetts Mental Health Center’s old building in 2003, the artist Anna Schuleit was asked to create a work of art on the abandoned site. Some 28,000 pots of flowers were used for the “Bloom” installation.","A Hospital in Bloom To commemorate the closing of the Massachusetts Mental Health Center’s old building in 2003, the artist Anna Schuleit was asked to create a work of art on the abandoned site. Some 28,000 pots of flowers were used for the “Bloom” installation.  ",Slideshow
336,,2012-04-25,"Life, Interrupted | Visiting Hours",504a79d21c22dfde670bd35c,Suleika Jaouad is in the hospital for a bone marrow transplant and has been isolated in her room for 24 days.,"Life, Interrupted | Visiting Hours Suleika Jaouad is in the hospital for a bone marrow transplant and has been isolated in her room for 24 days.  ",Video
337,,2012-04-23,"The Person, Not the Alzheimer’s",513e01ddcf28d04ae0000f43,A new book and photo exhibit portray efforts around the world to help Alzheimer’s patients connect with the outside world by focusing on their individual traits and histories.,"The Person, Not the Alzheimer’s A new book and photo exhibit portray efforts around the world to help Alzheimer’s patients connect with the outside world by focusing on their individual traits and histories.  ",Slideshow
338,,2012-04-03,"Life, Interrupted",504a79ea1c22dfde670bd399,"Suleika Jaouad, a writer and recent college graduate, is chronicling her experiences as a young adult with cancer in a new weekly column.","Life, Interrupted Suleika Jaouad, a writer and recent college graduate, is chronicling her experiences as a young adult with cancer in a new weekly column.  ",Video
339,,2012-02-25,Dementia Behind Bars,504a795d1c22dfde670bd092,The California Men’s Colony is using convicted killers to care for inmates who can no longer care for themselves.,Dementia Behind Bars The California Men’s Colony is using convicted killers to care for inmates who can no longer care for themselves.  ,Video
340,,2012-02-18,Rick Ruzzamenti,504a795d1c22dfde670bd08b,Rick Ruzzamenti discusses why he decided to donate a kidney to a stranger.,Rick Ruzzamenti Rick Ruzzamenti discusses why he decided to donate a kidney to a stranger.  ,Video
341,,2012-02-18,Donald C. Terry Jr.,504a795d1c22dfde670bd08a,"Donald C. Terry Jr., the last recipient in the kidney chain, reflects on receiving his new organ.","Donald C. Terry Jr. Donald C. Terry Jr., the last recipient in the kidney chain, reflects on receiving his new organ.  ",Video
342,,2012-02-18,Links in the Chain,504a795d1c22dfde670bd089,Cesare Bonventre and his cousin Josephine Bonventre discuss what it means to give and to get kidneys as a part of the longest kidney transplant chain ever undertaken.,Links in the Chain Cesare Bonventre and his cousin Josephine Bonventre discuss what it means to give and to get kidneys as a part of the longest kidney transplant chain ever undertaken.  ,Video
343,,2012-02-18,Links in the Chain,504a795d1c22dfde670bd0d3,"Meet Rick Ruzzamenti, who donated the first kidney and Donald C. Terry Jr., who received the last organ in the National Kidney Registry’s organ chain 124.","Links in the Chain Meet Rick Ruzzamenti, who donated the first kidney and Donald C. Terry Jr., who received the last organ in the National Kidney Registry’s organ chain 124.  ",Video
344,,2012-02-18,A Record Chain of Kidney Transplants,5285529e79881074324c7b7d,"A Good Samaritan kidney donation by a California man began a progression of kidney retrievals and transplants, as 30 donors gave their organs to 30 strangers on behalf of their loved ones.","A Record Chain of Kidney Transplants A Good Samaritan kidney donation by a California man began a progression of kidney retrievals and transplants, as 30 donors gave their organs to 30 strangers on behalf of their loved ones.  ",Interactive Feature
345,,2012-01-26,Patient Voices: Hemophilia,53f30e327988100caacfd898,"From weekly treatments to long-term joint pain to changing attitudes on the disease, hemophilia affects everyone slightly differently. Here, five people speak about living with hemophilia.","Patient Voices: Hemophilia From weekly treatments to long-term joint pain to changing attitudes on the disease, hemophilia affects everyone slightly differently. Here, five people speak about living with hemophilia.  ",Interactive Feature
346,,2012-01-20,How the Definition of Autism May Change,53f2ae347988100caacfd5a2,Read the American Psychiatric Association’s proposed changes to the definition of autism.,How the Definition of Autism May Change Read the American Psychiatric Association’s proposed changes to the definition of autism.  ,Interactive Feature
347,,2012-01-10,The Lessons of Life,53f249487988100caacfd2b2,Six seniors share advice for life.,The Lessons of Life Six seniors share advice for life.  ,Interactive Feature
348,,2012-01-08,"Young, Obese and Drawn to Surgery",513e0209cf28d04ae0000fe5,The push toward operations like Lap-Band surgery on the young has brought some resistance from doctors who say it is too drastic on patients whose bodies might still be developing.,"Young, Obese and Drawn to Surgery The push toward operations like Lap-Band surgery on the young has brought some resistance from doctors who say it is too drastic on patients whose bodies might still be developing.  ",Slideshow
349,,2011-12-26,Faceless,504a78581c22dfde670bcb01,"Dori Frame has a neurological disorder called prosopagnosia. She cannot recognize human faces, and even close friends and relatives can look unfamiliar to her.","Faceless Dori Frame has a neurological disorder called prosopagnosia. She cannot recognize human faces, and even close friends and relatives can look unfamiliar to her.  ",Video
350,,2011-12-07,Presidential Aging Doesn’t Cut Life Short,5403f0687988105a0bd3f87f,"Even when a study calculated presidential life expectancy by subtracting two days of life for every day in office, it found that presidents who died of natural causes lived longer than predicted.","Presidential Aging Doesn’t Cut Life Short Even when a study calculated presidential life expectancy by subtracting two days of life for every day in office, it found that presidents who died of natural causes lived longer than predicted.  ",Interactive Feature
351,,2011-11-25,Meaning in Madness,504a77ce1c22dfde670bc6a1,"Milton Greek, who has been diagnosed with schizophrenia, believes that decoding the messages in delusions can help some people recover.","Meaning in Madness Milton Greek, who has been diagnosed with schizophrenia, believes that decoding the messages in delusions can help some people recover.  ",Video
352,,2011-11-22,The Long Haul,54036c807988105a0bd3f46e,"Between sitting all day, eating fast food and sleeping poorly, truckers have major challenges when it comes to staying healthy. Here, five truckers speak about what they are doing to try to drop few pounds and get fit.","The Long Haul Between sitting all day, eating fast food and sleeping poorly, truckers have major challenges when it comes to staying healthy. Here, five truckers speak about what they are doing to try to drop few pounds and get fit.  ",Interactive Feature
353,,2011-11-01,Well’s Vegetarian Thanksgiving 2011,5333faf979881069601eac7e,"Are you ready to reimagine Thanksgiving without the turkey? All month, we present delicious no-meat recipes for your holiday table from some of your favorite chefs and cookbook authors.","Well’s Vegetarian Thanksgiving 2011 Are you ready to reimagine Thanksgiving without the turkey? All month, we present delicious no-meat recipes for your holiday table from some of your favorite chefs and cookbook authors.  ",Interactive Feature
354,,2011-10-22,Finding a Life That Fits,504a772f1c22dfde670bc1c0,"Keris Myrick, who has been diagnosed with schizoaffective disorder and obsessive compulsive disorder, finds ways to manage her illness.","Finding a Life That Fits Keris Myrick, who has been diagnosed with schizoaffective disorder and obsessive compulsive disorder, finds ways to manage her illness.  ",Video
355,,2011-10-06,Modifying an Old Technique,5401ca6779881068a1948bfc,Researchers have developed a method to more reliably produce human embryonic stem cells.,Modifying an Old Technique Researchers have developed a method to more reliably produce human embryonic stem cells.  ,Interactive Feature
356,,2011-09-27,A Simple Solution to Prevent Cervical Cancer,52be4899798810447146acce,"With vinegar and a little training, great strides are being taken in preventing cervical cancer globally.","A Simple Solution to Prevent Cervical Cancer With vinegar and a little training, great strides are being taken in preventing cervical cancer globally.  ",Slideshow
357,,2011-09-27,The Group Treatment for AIDS,52be48c9798810447146acd0,Patient groups share the burdens of living with AIDS.,The Group Treatment for AIDS Patient groups share the burdens of living with AIDS.  ,Slideshow
358,,2011-09-26,Small Fixes: Paper Diagnostics,504a76dc1c22dfde670bbf6a,"Donald G. McNeil Jr., a science reporter for The New York Times, explains a liver damage test that fits on a postage stamp and could cost less than a penny.","Small Fixes: Paper Diagnostics Donald G. McNeil Jr., a science reporter for The New York Times, explains a liver damage test that fits on a postage stamp and could cost less than a penny.  ",Video
359,,2011-08-29,Handing Over the Keys,5237639e79881007d5917d58,Patients find end-of-road care in RVs.,Handing Over the Keys Patients find end-of-road care in RVs.  ,Video
360,,2011-08-29,"My House, Our Home",523763a579881007d5917d62,"Seniors share a home and find companionship, caregiving and financial security.","My House, Our Home Seniors share a home and find companionship, caregiving and financial security.  ",Video
361,,2011-08-22,Creating a Community,504a78201c22dfde670bc8d0,A group of seniors came together to build a community for their old age.,Creating a Community A group of seniors came together to build a community for their old age.  ,Video
362,,2011-08-15,Takes a Village,504a78201c22dfde670bc8aa,"Senior residents of Lincoln Park, Chicago, find a way to age at home.","Takes a Village Senior residents of Lincoln Park, Chicago, find a way to age at home.  ",Video
363,,2011-08-08,"My House, Our Home",504a78201c22dfde670bc87e,"For some, having a live-in house guest who can also help is the perfect solution for aging at home.","My House, Our Home For some, having a live-in house guest who can also help is the perfect solution for aging at home.  ",Video
364,,2011-07-26,Men Who Grieve Together,5410b26d79881060c5af8549,Five men speak about mourning the loss of their wives and how grieving with other men has helped.,Men Who Grieve Together Five men speak about mourning the loss of their wives and how grieving with other men has helped.  ,Interactive Feature
365,,2011-07-18,Swimming With the Sharks,52be086c798810447146a9ca,"At age 61, Diana Nyad will attempt to be the only woman to swim from Cuba to Key West, Fla., without a shark cage.","Swimming With the Sharks At age 61, Diana Nyad will attempt to be the only woman to swim from Cuba to Key West, Fla., without a shark cage.  ",Slideshow
366,,2011-06-28,History of a Virus,540f29ae79881013877495cc,"Rinderpest, a relative of measles that kills cattle, emerged more than 1,000 years ago, probably on the Central Asian steppes. After 300 years of human efforts, it is now the second virus, after smallpox, to be eradicated.","History of a Virus Rinderpest, a relative of measles that kills cattle, emerged more than 1,000 years ago, probably on the Central Asian steppes. After 300 years of human efforts, it is now the second virus, after smallpox, to be eradicated.  ",Interactive Feature
367,,2011-06-27,TimesCast | A Disease Eradicated,504a784b1c22dfde670bca61,"June 27, 2011 - The United Nations will soon declare Rinderpest the second disease ever to be eradicated.","TimesCast | A Disease Eradicated June 27, 2011 - The United Nations will soon declare Rinderpest the second disease ever to be eradicated.  ",Video
368,,2011-06-23,The Power of Rescuing Others,504a784b1c22dfde670bca94,"Marsha Linehan, a therapist and researcher at the University of Washington who suffered from borderline personality disorder, recalls the religious experience that transformed her as a young woman.","The Power of Rescuing Others Marsha Linehan, a therapist and researcher at the University of Washington who suffered from borderline personality disorder, recalls the religious experience that transformed her as a young woman.  ",Video
369,,2011-05-24,Gym Class: Samurai Sword Workout,504a77ac1c22dfde670bc508,"The Times's fitness guinea pig, Karen Barrow, tries a samurai sword workout.","Gym Class: Samurai Sword Workout The Times's fitness guinea pig, Karen Barrow, tries a samurai sword workout.  ",Video
370,,2011-05-17,3D Angiogram,504a77ac1c22dfde670bc555,A 3D CT Angiogram,3D Angiogram A 3D CT Angiogram  ,Video
371,,2011-05-16,Donating Lives,504a77ac1c22dfde670bc558,Julio Garcia died unexpectedly in 2010. His widow decided to donate his organs to seven different people. And they recently had the opportunity to thank her in person.,Donating Lives Julio Garcia died unexpectedly in 2010. His widow decided to donate his organs to seven different people. And they recently had the opportunity to thank her in person.  ,Video
372,,2011-05-16,Love Endures Even Cancer,504a77ac1c22dfde670bc507,Gavin Snow found out he had stage 3 melanoma two months before meeting Haley Tanner. Together they have endured the ups and downs of living with a tragic disease.,Love Endures Even Cancer Gavin Snow found out he had stage 3 melanoma two months before meeting Haley Tanner. Together they have endured the ups and downs of living with a tragic disease.  ,Video
373,,2011-04-25,Gym Class: Antigravity Yoga,504a776a1c22dfde670bc30c,"The Times's fitness guinea pig, Karen Barrow, reviews a gravity-defying form of yoga.","Gym Class: Antigravity Yoga The Times's fitness guinea pig, Karen Barrow, reviews a gravity-defying form of yoga.  ",Video
374,,2011-04-25,Annoying: The Science of What Bugs Us,504a776b1c22dfde670bc386,"There's nowhere to hide and no one is immune. Can science explain life's annoyances? NPR's Joe Palca and Flora Lichtman investigate in Annoying: The Science of What Bugs Us (Wiley, 2011).","Annoying: The Science of What Bugs Us There's nowhere to hide and no one is immune. Can science explain life's annoyances? NPR's Joe Palca and Flora Lichtman investigate in Annoying: The Science of What Bugs Us (Wiley, 2011).  ",Video
375,,2011-04-23,A Profession in Transition,540d0f097988100d2d57e9a7,"American medicine is steadily shifting away from small, privately owned clinics and becoming an industry dominated by larger groups of doctors in salaried jobs.","A Profession in Transition American medicine is steadily shifting away from small, privately owned clinics and becoming an industry dominated by larger groups of doctors in salaried jobs.  ",Interactive Feature
376,,2011-03-31,Patient Voices: Charcot-Marie-Tooth Disease,5342cbc77988106f3076e400,"A genetic disease that causes weakness in the hands, arms, feet and legs, C.M.T. can cause difficulty walking and performing tasks.","Patient Voices: Charcot-Marie-Tooth Disease A genetic disease that causes weakness in the hands, arms, feet and legs, C.M.T. can cause difficulty walking and performing tasks.  ",Interactive Feature
377,,2011-03-30,Strut Your Stuff,523269c679881007d591763c,"In this sequence, the first bird runs across a rough surface. The second bird runs across a slick surface successfully, but the third bird runs across the same slick surface and slips and falls.","Strut Your Stuff In this sequence, the first bird runs across a rough surface. The second bird runs across a slick surface successfully, but the third bird runs across the same slick surface and slips and falls.  ",Video
378,,2011-03-27,Battling Over Childrens’ Diets,527154a979881060c2e47373,"A campaign against childhood obesity is up against an array of powerful forces, from economics to biology, all of which are playing out in Philadelphia.","Battling Over Childrens’ Diets A campaign against childhood obesity is up against an array of powerful forces, from economics to biology, all of which are playing out in Philadelphia.  ",Slideshow
379,,2011-03-05,Radiation Overdoses Despite F.D.A. Warnings,540b71e07988105a10ca82b0,"Problems with radiation overdoses during CT brain perfusion scans became apparent in 2009, leading to an investigation by the Food and Drug Administration. Despite repeated warnings by the F.D.A., patients at Cabell Huntington Hospital in West Virginia continued to received elevated levels of radiation.","Radiation Overdoses Despite F.D.A. Warnings Problems with radiation overdoses during CT brain perfusion scans became apparent in 2009, leading to an investigation by the Food and Drug Administration. Despite repeated warnings by the F.D.A., patients at Cabell Huntington Hospital in West Virginia continued to received elevated levels of radiation.  ",Interactive Feature
380,,2011-02-28,A Doctor's E-Mails About Over-Radiated Babies,540b39a67988105a10ca7ed9,"In July 2007, Dr. Salvatore Sclafani emailed colleagues at SUNY Downstate Medical Center in Brooklyn, New York, about his discovery that premature babies had been over-radiated.","A Doctor's E-Mails About Over-Radiated Babies In July 2007, Dr. Salvatore Sclafani emailed colleagues at SUNY Downstate Medical Center in Brooklyn, New York, about his discovery that premature babies had been over-radiated.  ",Interactive Feature
381,,2010-12-31,"For Alzheimer’s Patients, Focusing on Comfort",504a8ca41c22dfde670c45da,"In a strategy that disregards typical nursing-home rules, the Beatitudes nursing home in Phoenix allows patients practically anything that brings comfort.","For Alzheimer’s Patients, Focusing on Comfort In a strategy that disregards typical nursing-home rules, the Beatitudes nursing home in Phoenix allows patients practically anything that brings comfort.  ",Slideshow
382,,2010-11-22,When Trauma Lingers,504a76b91c22dfde670bbeb3,Post-traumatic stress disorder doesn't only affect war veterans. It may also affect that young girl walking her dog down the street.,When Trauma Lingers Post-traumatic stress disorder doesn't only affect war veterans. It may also affect that young girl walking her dog down the street.  ,Video
383,,2010-11-21,Dentists Embrace New Device,5420e60e7988104c4a501bb4,The cone beam CT scanner’s popularity has grown in part from misinformation about its safety and efficacy.,Dentists Embrace New Device The cone beam CT scanner’s popularity has grown in part from misinformation about its safety and efficacy.  ,Interactive Feature
384,,2010-11-08,Well’s Vegetarian Thanksgiving 2010,542ecdf57988105c45302fa4,Delicious no-meat recipes for your holiday table from some of your favorite chefs and cookbook authors.,Well’s Vegetarian Thanksgiving 2010 Delicious no-meat recipes for your holiday table from some of your favorite chefs and cookbook authors.  ,Interactive Feature
385,,2010-11-06,A Lifetime With H.I.V.,54205f787988104c4a500fd6,What is it like to be born with H.I.V.? How does it affect your outlook? Four young adults speak about their lives.,A Lifetime With H.I.V. What is it like to be born with H.I.V.? How does it affect your outlook? Four young adults speak about their lives.  ,Interactive Feature
386,,2010-10-19,Secrets of the Centenarians,541bca8a7988100a1c6604f2,"What is it like to live till 100? Eight men and women, aged 99 to 103, speak about their century of life.","Secrets of the Centenarians What is it like to live till 100? Eight men and women, aged 99 to 103, speak about their century of life.  ",Interactive Feature
387,,2010-08-24,Dr. Harvey Cushing’s Patients,504a8c191c22dfde670c41d1,"Dr. Harvey Cushing, one of America’s first neurosurgeons, kept extensive samples from his practice, but many of the details have been lost. Here is a sample of his body of work.","Dr. Harvey Cushing’s Patients Dr. Harvey Cushing, one of America’s first neurosurgeons, kept extensive samples from his practice, but many of the details have been lost. Here is a sample of his body of work.  ",Slideshow
388,,2010-08-01,The Mark of an Overdose,540b71e07988105a10ca82af,Voices of patients who received radiation overdoses from a procedure called a CT brain perfusion scan.,The Mark of an Overdose Voices of patients who received radiation overdoses from a procedure called a CT brain perfusion scan.  ,Interactive Feature
389,,2010-07-19,Pathology of Errors,504a753b1c22dfde670bb38e,"As pathologists help doctors diagnose breast cancer at an earlier, more survivable stage, the potential for mistakes has grown. ","Pathology of Errors As pathologists help doctors diagnose breast cancer at an earlier, more survivable stage, the potential for mistakes has grown.   ",Video
390,,2010-06-02,Patient Voices: Alzheimer's Disease,5277fa947988102a7fb27dad,"A slow decline in memory, an inability to complete simple tasks, the concern about long-term care - eight men and women speak about living with and caring for someone with Alzheimer's disease.","Patient Voices: Alzheimer's Disease A slow decline in memory, an inability to complete simple tasks, the concern about long-term care - eight men and women speak about living with and caring for someone with Alzheimer's disease.  ",Interactive Feature
391,,2010-06-01,Fear Grips a Family,504a75d91c22dfde670bb7ea,"A look at the world's largest family suffering from Alzheimer's disease, and the hope that they may help scientists find answers for everyone else.","Fear Grips a Family A look at the world's largest family suffering from Alzheimer's disease, and the hope that they may help scientists find answers for everyone else.  ",Video
392,,2010-05-13,Patient Voices: Thyroid Disease,5277fa917988102a7fb27da4,A tiny gland that can cause a host of problems. Six men and women speak about living with thyroid disease.,Patient Voices: Thyroid Disease A tiny gland that can cause a host of problems. Six men and women speak about living with thyroid disease.  ,Interactive Feature
393,,2010-05-03,Medical Students and Health Costs,504a76581c22dfde670bbafc,"Medical students are starting to learn about the cost of treatments, the financing of health care, and the impact of high medical bills on their patients.","Medical Students and Health Costs Medical students are starting to learn about the cost of treatments, the financing of health care, and the impact of high medical bills on their patients.  ",Video
394,,2010-04-08,Picture Your Life After Cancer,51782ab8fdc5920bc4000bcf,A collage of photos and insights submitted by readers.,Picture Your Life After Cancer A collage of photos and insights submitted by readers.  ,Interactive Feature
395,,2010-03-31,Bicycling With Parkinson's,504a756e1c22dfde670bb506,Video 1 shows a 58-year-old man with a 10-year history of idiopathic Parkinson's disease and an incapacitating freezing of gait. Video 2 shows his continued ability to ride a bicycle.  (Credit: The New England Journal of Medicine),Bicycling With Parkinson's Video 1 shows a 58-year-old man with a 10-year history of idiopathic Parkinson's disease and an incapacitating freezing of gait. Video 2 shows his continued ability to ride a bicycle.  (Credit: The New England Journal of Medicine)  ,Video
396,,2010-02-21,"A Patient, a Pioneer",504a76a11c22dfde670bbd9e,"After surgeries and chemotherapies failed, the last hope for Sam Spero, a cancer patient, is an experimental drug with high promise. The first in a series.","A Patient, a Pioneer After surgeries and chemotherapies failed, the last hope for Sam Spero, a cancer patient, is an experimental drug with high promise. The first in a series.  ",Video
397,,2010-01-26,Radiation Safety Falls Behind,504a76131c22dfde670bb92a,"As medical radiation technology advances, a patchwork of regulations does not always protect patients from radiation injury.","Radiation Safety Falls Behind As medical radiation technology advances, a patchwork of regulations does not always protect patients from radiation injury.  ",Video
398,,2009-12-18,Abington Memorial Hospital Commercial,504a75391c22dfde670bb325,"In this commercial, a child faces his mother's cancer.","Abington Memorial Hospital Commercial In this commercial, a child faces his mother's cancer.  ",Video
399,,2009-12-01,A New Beginning,504a75391c22dfde670bb2f7,"A video on Ronnye Manuelito's struggles to receive brain surgery, created by his sister, Brenda Manuelito, and Carmella Rodriguez of NDigiDreams, a company that teaches digital storytelling, and Mr. Manuelito.","A New Beginning A video on Ronnye Manuelito's struggles to receive brain surgery, created by his sister, Brenda Manuelito, and Carmella Rodriguez of NDigiDreams, a company that teaches digital storytelling, and Mr. Manuelito.  ",Video
400,,2009-10-11,The Struggle of Early Arrivals,504a8b041c22dfde670c37d6,"While fertility treatments create thousands of new families a year, multiple births carry special risks often overlooked in the desire to produce babies.","The Struggle of Early Arrivals While fertility treatments create thousands of new families a year, multiple births carry special risks often overlooked in the desire to produce babies.  ",Slideshow
401,,2009-10-04,Barefoot Running,504a73e21c22dfde670ba771,"The Roving Runner strides along Central Park barefoot with Christopher McDougall, author of the best-selling book “Born to Run.” To read more and to comment on this video go to the Well Blog.","Barefoot Running The Roving Runner strides along Central Park barefoot with Christopher McDougall, author of the best-selling book “Born to Run.” To read more and to comment on this video go to the Well Blog.  ",Video
402,,2009-10-03,Tainted Meat,504a73e41c22dfde670ba826,"Stephanie Smith’s reaction to a strain of E. coli was extreme, but neither the system meant to make meat safe, nor the meat itself, is what consumers have been led to believe.","Tainted Meat Stephanie Smith’s reaction to a strain of E. coli was extreme, but neither the system meant to make meat safe, nor the meat itself, is what consumers have been led to believe.  ",Video
403,,2009-09-10,Patient Voices,50be797600315214fbb7d7fe,"What is it like to live with a chronic disease, mental illness or confusing condition? In Patient Voices, we feature first person accounts of the challenges patients face as they cope with various health issues.","Patient Voices What is it like to live with a chronic disease, mental illness or confusing condition? In Patient Voices, we feature first person accounts of the challenges patients face as they cope with various health issues.  ",Interactive Feature
404,,2009-09-01,Swine Flu Precautions,504a741f1c22dfde670ba93d,NBC's Brian Williams reports on preparations across the nation for the expected resurgence of swine flu in the fall.,Swine Flu Precautions NBC's Brian Williams reports on preparations across the nation for the expected resurgence of swine flu in the fall.  ,Video
405,,2009-09-01,Patient Voices: Narcolepsy,5342cd807988106f3076e416,Six men and women discuss the realities of living with a sleep disorder.,Patient Voices: Narcolepsy Six men and women discuss the realities of living with a sleep disorder.  ,Interactive Feature
406,,2009-08-11,Dogs and Owners: A Family Resemblance,504a8a321c22dfde670c30ca,,Dogs and Owners: A Family Resemblance    ,Slideshow
407,,2009-08-07,Patient Voices: Type 2 Diabetes,5342c1bd7988107fc3649f91,"Over 20 million Americans are living with Type 2 diabetes. Here, six men and women speak about their experiences of living with diabetes.","Patient Voices: Type 2 Diabetes Over 20 million Americans are living with Type 2 diabetes. Here, six men and women speak about their experiences of living with diabetes.  ",Interactive Feature
408,,2009-06-30,Eating on the Run: Deena Kastor,504a74f21c22dfde670bb062,"The elite marathoner Deena Kastor and Mark Bittman, a food columnist at The New York Times, talk about food and running.","Eating on the Run: Deena Kastor The elite marathoner Deena Kastor and Mark Bittman, a food columnist at The New York Times, talk about food and running.  ",Video
409,,2009-06-20,Bad Seeds at the V.A.,504a74fd1c22dfde670bb1ab,"The Rev. Ricardo Flippin and other veterans received substandard prostate cancer treatments at the veterans' hospital in Philadelphia, where federal officials failed to detect a pattern of poor care.","Bad Seeds at the V.A. The Rev. Ricardo Flippin and other veterans received substandard prostate cancer treatments at the veterans' hospital in Philadelphia, where federal officials failed to detect a pattern of poor care.  ",Video
410,,2009-05-27,Running Voices,540b3bf67988105a10ca7efb,"A celebrity, a journalist and a ""big loser"" — three more runners tell their tales. ","Running Voices A celebrity, a journalist and a ""big loser"" — three more runners tell their tales.   ",Interactive Feature
411,,2009-05-24,Awake Craniotomy,504a74941c22dfde670badce,"Brain surgery performed at Methodist University Hospital in Memphis, Tenn., with the patient awake and talking to doctors. In this clip, doctors probe the patient's brain to get a functional map.","Awake Craniotomy Brain surgery performed at Methodist University Hospital in Memphis, Tenn., with the patient awake and talking to doctors. In this clip, doctors probe the patient's brain to get a functional map.  ",Video
412,,2009-05-18,Swine Flu Outbreak Stirs Fears,504a74861c22dfde670baca9,Schools have closed down from Queens to western Japan. New York Times science reporter Donald G. McNeil Jr. explains the facts behind the pandemic.,Swine Flu Outbreak Stirs Fears Schools have closed down from Queens to western Japan. New York Times science reporter Donald G. McNeil Jr. explains the facts behind the pandemic.  ,Video
413,,2009-04-29,Dealing With Swine Flu,504a745d1c22dfde670babf8,"Experts say countries should focus on mitigating the effects of swine flu, not closing borders or creating travel restrictions, because the virus cannot be contained. ","Dealing With Swine Flu Experts say countries should focus on mitigating the effects of swine flu, not closing borders or creating travel restrictions, because the virus cannot be contained.   ",Video
414,,2009-04-28,Living With Asthma,504a745d1c22dfde670babf2,"While doctors do not know why asthma rates are higher in cities, they can treat the disease using medication and allergy shots. ","Living With Asthma While doctors do not know why asthma rates are higher in cities, they can treat the disease using medication and allergy shots.   ",Video
415,,2009-04-05,State of the Economy Affects the State of Mind,546955707988101de50ec932,"As the economy worsens, people around the country have been reporting anxiety, depression and stress-related symptoms.","State of the Economy Affects the State of Mind As the economy worsens, people around the country have been reporting anxiety, depression and stress-related symptoms.  ",Interactive Feature
416,,2009-03-28,Translating Health Care,504a74441c22dfde670bab11,Minneapolis has taken in waves of immigrants with distinctive patterns of beliefs about health.,Translating Health Care Minneapolis has taken in waves of immigrants with distinctive patterns of beliefs about health.  ,Video
417,,2009-03-17,Coping With: Prostate Cancer,504a74441c22dfde670baae2,Fifty-nine-year-old Mark Spindel is faced with difficult choices after a diagnosis of prostate cancer.,Coping With: Prostate Cancer Fifty-nine-year-old Mark Spindel is faced with difficult choices after a diagnosis of prostate cancer.  ,Video
418,,2009-02-23,Child Caregivers,504a74ae1c22dfde670bae85,Hundreds of thousands of children take care of sick parents or grandparents every day. ,Child Caregivers Hundreds of thousands of children take care of sick parents or grandparents every day.   ,Video
